deg,pk_mean,pk_sem
0,0.0,0.0
1,0.0,0.0
2,0.0,0.0
3,0.0,0.0
4,0.0,0.0
5,3.3333333333333335e-05,3.333333333333333e-05
6,0.0,0.0
7,0.0,0.0
8,0.0,0.0
9,0.0,0.0
10,0.0,0.0
11,0.0,0.0
12,0.0,0.0
13,0.0,0.0
14,0.0,0.0
15,0.0,0.0
16,0.0,0.0
17,0.0,0.0
18,0.0,0.0
19,0.0,0.0
20,0.0,0.0
21,0.0,0.0
22,0.0,0.0
23,0.0,0.0
24,0.0,0.0
25,0.07163333333333331,0.0011095026672263458
26,0.06280000000000001,0.0013513722272385665
27,0.05663333333333335,0.001067259174518481
28,0.05460000000000001,0.0009809683229211397
29,0.044433333333333346,0.0012314679898242122
30,0.04283333333333335,0.0012101898144395284
31,0.037666666666666675,0.0011165765961272682
32,0.03580000000000002,0.0013019878700637358
33,0.03456666666666668,0.000853233650786963
34,0.02903333333333335,0.0008556550671092482
35,0.026166666666666682,0.000939654293647872
36,0.023933333333333348,0.0009552436450748775
37,0.023466666666666677,0.000748536247225184
38,0.021300000000000006,0.0007953167517613242
39,0.01890000000000001,0.0007355504624147962
40,0.01840000000000001,0.0007828624165320435
41,0.01750000000000001,0.0007171944060657153
42,0.016900000000000005,0.000830939089292917
43,0.014766666666666673,0.0007360711693060155
44,0.013400000000000006,0.0006619372474337956
45,0.01303333333333334,0.0005723179996473171
46,0.011766666666666674,0.0005353768322316735
47,0.012600000000000005,0.0006990962967888674
48,0.010000000000000005,0.0006196031358676387
49,0.010366666666666672,0.000627865080560285
50,0.009000000000000005,0.0005550188978868146
51,0.008166666666666671,0.0004891544036920663
52,0.008333333333333337,0.00044030640672237123
53,0.008300000000000004,0.0005855540651540137
54,0.007766666666666671,0.0004306726450601026
55,0.008000000000000004,0.000546672273590534
56,0.006933333333333335,0.00045971838789478754
57,0.006266666666666669,0.00047930345373915637
58,0.005433333333333336,0.0004279954165973655
59,0.006000000000000003,0.0005028653529707438
60,0.0059000000000000025,0.0004021493975266337
61,0.005166666666666668,0.0004042399803159303
62,0.006066666666666668,0.00041504281272956335
63,0.005366666666666669,0.0004193134326363419
64,0.004700000000000001,0.0003257175985773389
65,0.0046000000000000025,0.00040286331500238707
66,0.004000000000000002,0.0003490545522690831
67,0.004833333333333336,0.0003526038881176848
68,0.003800000000000002,0.00029321836827568093
69,0.004400000000000003,0.00035428412521493305
70,0.003766666666666668,0.0003413406069627313
71,0.0033000000000000017,0.00032922758784418595
72,0.003900000000000001,0.00040782574597548376
73,0.0036666666666666683,0.00030450009279704655
74,0.002933333333333335,0.0002534059182161561
75,0.0028666666666666684,0.0002658031997477995
76,0.002866666666666668,0.0003097397251209597
77,0.0029333333333333347,0.0003177989436457829
78,0.0036000000000000016,0.0003670322106820612
79,0.002833333333333334,0.0003147096210697565
80,0.0029666666666666674,0.0003473490189941072
81,0.0026000000000000007,0.0002425913739452491
82,0.003033333333333334,0.0002974347541061595
83,0.002133333333333334,0.0002658031997477995
84,0.002133333333333334,0.00023357950888975703
85,0.0017666666666666673,0.00022326384233686198
86,0.0023333333333333344,0.0002640677957765458
87,0.0027666666666666673,0.00028236820069951844
88,0.0018000000000000004,0.0002463527048205759
89,0.0022666666666666677,0.00021406483781619067
90,0.002166666666666667,0.00033590958462381747
91,0.0021000000000000007,0.0002597523134984867
92,0.002200000000000001,0.0002218003658672604
93,0.0024000000000000007,0.0002940013292643341
94,0.0016333333333333339,0.0002420379628879057
95,0.0016333333333333339,0.00024203796288790573
96,0.0015333333333333338,0.00020752140636478168
97,0.0016333333333333339,0.00030127443224559265
98,0.0016333333333333339,0.000285606164544909
99,0.0011333333333333334,0.00021298822660966381
100,0.0018000000000000006,0.00025551390631791277
101,0.0018333333333333335,0.0001981717201099617
102,0.001866666666666667,0.00025700902678066253
103,0.0016333333333333339,0.00022223180055985835
104,0.0014333333333333338,0.00020162177708811263
105,0.0021000000000000007,0.00031201974591214647
106,0.0015000000000000007,0.0001841413749731751
107,0.0013666666666666673,0.00027326604161863165
108,0.0019000000000000009,0.0002507460133649004
109,0.0015000000000000002,0.0002076136996343499
110,0.0011333333333333336,0.000196131162618773
111,0.0016000000000000005,0.00021761507723289867
112,0.0017666666666666673,0.00019583791875287055
113,0.0008333333333333336,0.00015962119910295484
114,0.0013333333333333337,0.00018774728265834865
115,0.001166666666666667,0.00019817172010996165
116,0.0011000000000000003,0.0001878492915127419
117,0.0013666666666666669,0.00020047835514395578
118,0.0015666666666666672,0.00020162177708811263
119,0.0008333333333333336,0.0001522500463985233
120,0.0009333333333333334,0.0001913853507727837
121,0.0010000000000000002,0.00017287295182088022
122,0.0009333333333333336,0.00015111336486937742
123,0.0008333333333333336,0.00017342614668062724
124,0.0009333333333333336,0.0001656289533613338
125,0.0011333333333333334,0.00020190662080502516
126,0.000866666666666667,0.0001416920193676779
127,0.0008000000000000001,0.0002056668436445521
128,0.0008000000000000003,0.00015462226869701368
129,0.0008000000000000003,0.00015462226869701368
130,0.0005666666666666667,0.00014128583022990942
131,0.0008000000000000003,0.00015462226869701368
132,0.0007666666666666669,0.00013290159987389976
133,0.0004666666666666667,0.00011480451484306913
134,0.0008000000000000003,0.00014700066463216706
135,0.0007333333333333334,0.00014330526322306852
136,0.0006000000000000001,0.00012317635241028795
137,0.0005666666666666668,0.00014128583022990942
138,0.0006333333333333334,0.00013964925960710374
139,0.0006666666666666669,0.00016141139937050078
140,0.00040000000000000013,0.00010283342182227608
141,0.0007000000000000002,0.00014503269548146958
142,0.0008333333333333336,0.00015962119910295478
143,0.0007333333333333336,0.0001350464656802254
144,0.0005666666666666667,0.00012395154163756698
145,0.0005666666666666667,0.00015671434833218074
146,0.0007666666666666669,0.0001412858302299094
147,0.0005333333333333335,0.00012441433680675685
148,0.0004333333333333335,9.20186554465537e-05
149,0.0006333333333333335,0.00013116045567967358
150,0.0005333333333333335,0.00014958435388503393
151,0.0005000000000000001,0.00016435173942758727
152,0.0005666666666666668,0.00011430281754889884
153,0.0003666666666666667,0.00011227361214762056
154,0.00030000000000000003,8.50962943396763e-05
155,0.0004,0.00011346172578623508
156,0.0004666666666666667,0.00012441433680675682
157,0.00043333333333333337,0.0001412858302299094
158,0.00030000000000000003,8.509629433967632e-05
159,0.00043333333333333337,0.00012395154163756696
160,0.0005,0.00012456821978060992
161,0.0003333333333333334,8.75376219064817e-05
162,0.0002666666666666667,9.5090197149179e-05
163,0.00030000000000000003,9.767410038007761e-05
164,0.0003333333333333334,9.980824526939039e-05
165,0.0002,7.427813527082073e-05
166,0.0003333333333333334,8.75376219064817e-05
167,0.0005333333333333335,0.00014169201936767796
168,0.0003666666666666668,0.00014765082554298476
169,0.00030000000000000003,9.767410038007758e-05
170,0.0004333333333333335,0.00010376070318239084
171,0.0002666666666666667,9.5090197149179e-05
172,0.0004666666666666667,0.00013333333333333329
173,0.0004333333333333334,0.00012395154163756696
174,0.0004,0.00010283342182227608
175,0.0003666666666666667,0.00010152099984713353
176,0.00030000000000000003,9.767410038007762e-05
177,0.00040000000000000013,0.00011346172578623508
178,0.0004,0.00012317635241028798
179,0.00013333333333333334,7.926868804398468e-05
180,0.0002,7.427813527082073e-05
181,0.00023333333333333333,0.00010376070318239086
182,0.0003666666666666668,0.00011227361214762052
183,0.00030000000000000003,9.767410038007758e-05
184,0.0002,8.84086644736984e-05
185,0.0005333333333333335,0.00011480451484306914
186,0.00023333333333333333,7.854032324531729e-05
187,0.0004333333333333334,0.00017735822139759407
188,0.00023333333333333333,7.854032324531729e-05
189,0.0003333333333333334,8.75376219064817e-05
190,0.00016666666666666666,6.920456654478333e-05
191,6.666666666666667e-05,4.632055558531009e-05
192,0.0003333333333333334,0.00012066228480009852
193,0.0002666666666666667,9.5090197149179e-05
194,0.00016666666666666666,6.920456654478333e-05
195,0.00030000000000000003,9.767410038007758e-05
196,0.0001,7.350033231608353e-05
197,0.00013333333333333334,6.31242768631999e-05
198,0.0002,7.42781352708207e-05
199,0.0005333333333333334,0.00011480451484306917
200,0.0003666666666666668,0.00010152099984713352
201,0.00023333333333333333,7.854032324531729e-05
202,0.0003333333333333334,9.980824526939041e-05
203,0.0002666666666666667,9.5090197149179e-05
204,0.0001,5.5708601453115545e-05
205,0.0002666666666666667,9.509019714917902e-05
206,0.00043333333333333337,0.000123951541637567
207,0.00016666666666666666,8.419098886082755e-05
208,0.0002,7.427813527082073e-05
209,0.00023333333333333333,7.854032324531729e-05
