k,pk_mean,pk_sem
0,0.0,0.0
1,0.0,0.0
2,0.0,0.0
3,0.03350000000000001,0.002835396565598986
4,0.14899999999999997,0.0069167987727819505
5,0.24450000000000002,0.007343991457396705
6,0.22799999999999992,0.008416775229454441
7,0.16700000000000004,0.006770679822821183
8,0.09750000000000004,0.005798139447497928
9,0.05650000000000001,0.005393709786701347
10,0.014000000000000002,0.0025546654946340197
11,0.006500000000000001,0.0015
12,0.0025,0.0012301048307916047
13,0.0,0.0
14,0.001,0.0006882472016116853
