m,t,model,variance_mean,sem_total,sem_network,sem_runs
100,0,model1_fixed_q,0.08331048580848384,8.78863257492383e-05,8.78863257492383e-05,7.640063793686695e-05
100,0,model3_dynamic_q,0.08339063465840638,8.162444606141654e-05,8.004867000770088e-05,8.162444606141654e-05
100,1,model1_fixed_q,0.06391823855973074,9.669558755114052e-05,8.829651740617334e-05,9.669558755114052e-05
100,1,model3_dynamic_q,0.06778891302821015,0.00010607170522647668,9.321727084241376e-05,0.00010607170522647668
100,2,model1_fixed_q,0.0545728925072518,9.48841609754224e-05,8.175094948374318e-05,9.48841609754224e-05
100,2,model3_dynamic_q,0.05964478472288179,0.00010768689118725358,0.0001039842728019772,0.00010768689118725358
100,3,model1_fixed_q,0.04990418756230306,8.280629119208762e-05,7.802293360888526e-05,8.280629119208762e-05
100,3,model3_dynamic_q,0.05513177006959656,0.00010525120236569709,8.851849662270812e-05,0.00010525120236569709
100,4,model1_fixed_q,0.04759035771484032,8.082297310875913e-05,7.411030685609519e-05,8.082297310875913e-05
100,4,model3_dynamic_q,0.05280712317758478,9.920001357369016e-05,8.908653104732315e-05,9.920001357369016e-05
100,5,model1_fixed_q,0.046334632295851434,7.740781783329058e-05,7.647668553900296e-05,7.740781783329058e-05
100,5,model3_dynamic_q,0.051419956035460214,0.00010494412654841482,8.735859708858386e-05,0.00010494412654841482
100,6,model1_fixed_q,0.045697173814741414,7.98466827572442e-05,7.98466827572442e-05,7.662638250475223e-05
100,6,model3_dynamic_q,0.05065521782312514,9.878185826063602e-05,8.634512170855945e-05,9.878185826063602e-05
100,7,model1_fixed_q,0.045508867445976084,8.057589348064501e-05,8.057589348064501e-05,7.908051898737232e-05
100,7,model3_dynamic_q,0.05016746675141866,0.00010009165665808972,8.63133532888349e-05,0.00010009165665808972
100,8,model1_fixed_q,0.0453055404950721,7.73360573696859e-05,6.935159397183699e-05,7.73360573696859e-05
100,8,model3_dynamic_q,0.04992277814536565,0.00010029778534858362,9.498940176691888e-05,0.00010029778534858362
100,9,model1_fixed_q,0.045161783777087336,8.120953041444824e-05,8.120953041444824e-05,7.435920137497647e-05
100,9,model3_dynamic_q,0.04975583296329402,0.00010024094919983664,8.343617077323813e-05,0.00010024094919983664
100,10,model1_fixed_q,0.04506962200156438,7.853127764186621e-05,7.853127764186621e-05,7.365116754289438e-05
100,10,model3_dynamic_q,0.049737605465346495,9.583282124731919e-05,9.016410526086049e-05,9.583282124731919e-05
100,11,model1_fixed_q,0.045081735802166914,7.439708285267656e-05,6.435962920748116e-05,7.439708285267656e-05
100,11,model3_dynamic_q,0.04986766824437312,0.00010145624148267004,0.00010145624148267005,9.542968519055486e-05
100,12,model1_fixed_q,0.04487985142699748,7.45368760620192e-05,7.199773555928756e-05,7.45368760620192e-05
100,12,model3_dynamic_q,0.049733104349333306,0.00010389323622783882,0.00010389323622783883,9.810257482099585e-05
100,13,model1_fixed_q,0.044805793838973366,7.759947335670652e-05,7.18820889428571e-05,7.759947335670652e-05
100,13,model3_dynamic_q,0.049664448152422075,0.00010550474507587919,0.00010550474507587918,9.870442982618709e-05
100,14,model1_fixed_q,0.04483618411334766,7.770627663233174e-05,7.761344440171123e-05,7.770627663233174e-05
100,14,model3_dynamic_q,0.04981402102300183,9.580887929411052e-05,8.987468197535668e-05,9.580887929411052e-05
100,15,model1_fixed_q,0.04488799521437845,7.710022735201185e-05,7.573411736301096e-05,7.710022735201185e-05
100,15,model3_dynamic_q,0.04978406509090621,9.489381440448902e-05,8.992581105309845e-05,9.489381440448902e-05
100,16,model1_fixed_q,0.04496629567909384,7.878248447921578e-05,7.807672977226957e-05,7.878248447921578e-05
100,16,model3_dynamic_q,0.04961575330638531,9.30836170828858e-05,9.088290991417828e-05,9.30836170828858e-05
100,17,model1_fixed_q,0.04497251860393666,7.997978839125823e-05,7.997978839125823e-05,7.67064718510713e-05
100,17,model3_dynamic_q,0.04969445588805858,9.536335735901491e-05,9.354868720234912e-05,9.536335735901491e-05
100,18,model1_fixed_q,0.04491327535648006,7.653802070539571e-05,6.522835975894974e-05,7.653802070539571e-05
100,18,model3_dynamic_q,0.04978943232176327,0.00011447924926279222,0.00011447924926279222,9.537525694816271e-05
100,19,model1_fixed_q,0.04497485197858143,8.929286748830807e-05,8.929286748830807e-05,7.451156096934012e-05
100,19,model3_dynamic_q,0.04970886617594519,0.00011644345563709154,0.00011644345563709156,9.471851408208099e-05
100,20,model1_fixed_q,0.04506531274949334,7.872548006987292e-05,7.872548006987292e-05,7.629788272315114e-05
100,20,model3_dynamic_q,0.049779439163221514,0.0001186462345199679,0.00011864623451996789,9.473861519520608e-05
100,21,model1_fixed_q,0.04503687111327622,7.833297978352892e-05,7.593723221171533e-05,7.833297978352892e-05
100,21,model3_dynamic_q,0.049646447148918464,0.00010108521503630055,0.00010108521503630053,9.290928557404526e-05
100,22,model1_fixed_q,0.044995986035295164,7.778365739638314e-05,5.607820875819757e-05,7.778365739638314e-05
100,22,model3_dynamic_q,0.04964942488223154,9.899511382310331e-05,9.370924647227027e-05,9.899511382310331e-05
100,23,model1_fixed_q,0.044952266988824166,7.562249523378209e-05,6.552455413916751e-05,7.562249523378209e-05
100,23,model3_dynamic_q,0.04964078773238246,0.00010036794146684155,9.465737236210582e-05,0.00010036794146684155
100,24,model1_fixed_q,0.04495910287068606,7.369059636979974e-05,6.238191667766727e-05,7.369059636979974e-05
100,24,model3_dynamic_q,0.049797657315307074,9.412833610101532e-05,7.207254517679682e-05,9.412833610101532e-05
100,25,model1_fixed_q,0.04498002550228055,7.80390227165258e-05,7.535611093444926e-05,7.80390227165258e-05
100,25,model3_dynamic_q,0.04970845459760501,9.52052481475487e-05,8.197823406892381e-05,9.52052481475487e-05
100,26,model1_fixed_q,0.04505952832298614,7.644228275126825e-05,6.756166978555003e-05,7.644228275126825e-05
100,26,model3_dynamic_q,0.049635953655908865,9.530012299676186e-05,9.065923320567084e-05,9.530012299676186e-05
100,27,model1_fixed_q,0.04510310872385815,7.688771781945032e-05,7.688771781945032e-05,7.680006847269828e-05
100,27,model3_dynamic_q,0.049569497996968116,0.00010189415551364715,0.00010189415551364716,9.636227239343077e-05
100,28,model1_fixed_q,0.04504787378316787,7.92349302182603e-05,7.92349302182603e-05,7.711464034280604e-05
100,28,model3_dynamic_q,0.04951875272159079,9.170938666543617e-05,8.0438005897877e-05,9.170938666543617e-05
100,29,model1_fixed_q,0.04507123059225104,7.793598083245022e-05,7.049958602700766e-05,7.793598083245022e-05
100,29,model3_dynamic_q,0.04950621589825461,9.448222755275995e-05,9.042344093582915e-05,9.448222755275995e-05
100,30,model1_fixed_q,0.04493507519677445,7.893440965150015e-05,7.893440965150015e-05,7.214536897503566e-05
100,30,model3_dynamic_q,0.04966510673481475,9.559797296175317e-05,9.102515120195035e-05,9.559797296175317e-05
100,31,model1_fixed_q,0.04501847434085858,9.36179305521296e-05,9.361793055212958e-05,7.511202208751829e-05
100,31,model3_dynamic_q,0.04967522495656087,9.325038705576274e-05,8.495794749704199e-05,9.325038705576274e-05
