m,realization,N,E,k_mean,C,L,lambda2
100,0,1000,90000,180.0,0.27210600082478315,1.8198198198198199,95.67760686038618
100,1,1000,90000,180.0,0.2704884227697695,1.8198198198198199,95.6196807687202
100,2,1000,90000,180.0,0.27211829744265975,1.8198198198198199,95.73819483428795
100,3,1000,90000,180.0,0.2712636881096306,1.8198198198198199,95.79010751840354
100,4,1000,90000,180.0,0.2729467742558216,1.8198198198198199,95.74528169494795
100,5,1000,90000,180.0,0.2725573536959527,1.8198198198198199,95.88746821602643
100,6,1000,90000,180.0,0.2717625711777396,1.8198198198198199,95.65094667891623
100,7,1000,90000,180.0,0.2701189540225346,1.8198198198198199,95.75498245321533
100,8,1000,90000,180.0,0.27252492524655203,1.8198198198198199,95.64462690400518
100,9,1000,90000,180.0,0.27099021945013907,1.8198198198198199,95.7604017493133
100,10,1000,90000,180.0,0.271554899670103,1.8198198198198199,95.84155352673297
100,11,1000,90000,180.0,0.2698694086065963,1.8198198198198199,95.78172033802474
100,12,1000,90000,180.0,0.27166493880117465,1.8198198198198199,95.82907987376355
100,13,1000,90000,180.0,0.2710063458390016,1.8198198198198199,95.88358344630284
100,14,1000,90000,180.0,0.2719107682552939,1.8198198198198199,95.912005855799
100,15,1000,90000,180.0,0.27103764991297885,1.8198198198198199,95.6734845275287
100,16,1000,90000,180.0,0.2708560458021301,1.8198198198198199,95.75037627123793
100,17,1000,90000,180.0,0.2710095870100565,1.8198198198198199,96.04008585874571
100,18,1000,90000,180.0,0.27109139066573595,1.8198198198198199,95.80856585752893
100,19,1000,90000,180.0,0.27162280418491364,1.8198198198198199,95.71328809062189
100,20,1000,90000,180.0,0.2741673628559538,1.8198198198198199,95.80249920911787
100,21,1000,90000,180.0,0.2703552762696949,1.8198198198198199,95.81769047696244
100,22,1000,90000,180.0,0.27040928683223026,1.8198198198198199,95.7915901383113
100,23,1000,90000,180.0,0.26995083479500187,1.8198198198198199,95.61026959188999
100,24,1000,90000,180.0,0.2707513452746024,1.8198198198198199,95.8618412718722
100,25,1000,90000,180.0,0.2725119077881777,1.8198198198198199,95.3464175369559
100,26,1000,90000,180.0,0.27057757918704134,1.8198198198198199,95.91047011810402
100,27,1000,90000,180.0,0.2731688988988383,1.8198198198198199,95.58931091822873
100,28,1000,90000,180.0,0.2708594708808398,1.8198198198198199,95.77518512568626
100,29,1000,90000,180.0,0.27226263111584625,1.8198198198198199,95.86260818291647
