k,p,realization,lambda2,lambda_max,kappa,sum_inv,kirchhoff,clustering,path_len,deg_var,plateau,vmin,t_star,delta_rel,init_slope
4,0.1,17,0.07932525471113384,7.982704250890323,100.63257004291592,65.69255493370257,6569.255493370257,0.3793333333333333,5.268080808080808,0.44,0.040408538920982624,0.03254782388771438,7,0.19453103831939034,-0.008267938145777034
4,0.1,18,0.1731114000489618,8.095063095335194,46.76216062631134,52.86309023981582,5286.309023981582,0.311,4.542020202020202,0.46,0.034110660599567966,0.030186747818996044,418,0.11503479298262609,-0.008195115338230516
4,0.1,19,0.08027907094408553,8.055587246770353,100.3447991118517,69.70611646685524,6970.611646685524,0.4076666666666667,5.443232323232324,0.34,0.04545688615109085,0.03432479916253105,9,0.24489330288833833,-0.008266561423942533
4,0.2,0,0.22493121980402916,8.505483392881814,37.813707676027356,47.816484319660226,4781.648431966023,0.25,4.1054545454545455,0.94,0.03159552977603559,0.026937651699859354,113,0.14742205967722422,-0.009076329713592946
4,0.2,1,0.15276619016950627,8.131922371108267,53.231165626931265,52.599740555798874,5259.974055579887,0.319,4.421010101010101,0.64,0.036781778503209225,0.027651196590974987,152,0.248236553092113,-0.0087174042955124
4,0.2,2,0.11985009054288823,7.887694127403917,65.81300098877534,55.912943610354255,5591.294361035425,0.321,4.712929292929293,0.48,0.03648035170530049,0.029215055353868175,13,0.1991564228909748,-0.008653131965077818
4,0.2,3,0.17902708526311167,8.514120962813674,47.55772541512744,49.43793541738834,4943.7935417388335,0.2712380952380952,4.352929292929293,0.74,0.03331604953906733,0.027990221341919093,190,0.15985773436022252,-0.008540959722476605
4,0.2,4,0.24341856793682032,8.102603838117544,33.286712294768684,47.87126833511913,4787.126833511913,0.26899999999999996,4.191515151515151,0.66,0.03177471831266784,0.027986123808167736,218,0.11923298476542853,-0.009331413871262236
4,0.2,5,0.20748759936102873,9.273055378593085,44.69209440540085,49.27030811498022,4927.030811498022,0.24747619047619046,4.247676767676768,0.82,0.03292794477765744,0.029303845833826902,454,0.11006149847194815,-0.009043092114153266
4,0.2,6,0.24888990122000876,8.045686953507007,32.326289311332644,49.57967981282532,4957.967981282532,0.303,4.26040404040404,0.76,0.0322602418055257,0.027330989430771706,294,0.1527965104684889,-0.008089381372847865
4,0.2,7,0.1973903233581897,8.46092231948763,42.863916404525135,49.222865936484595,4922.2865936484595,0.268,4.213939393939394,0.74,0.032370996833806745,0.028078583177529565,16,0.13260060165321771,-0.008971863789242234
4,0.2,8,0.2057474585706388,8.756680531481745,42.560333878803824,49.436536491251765,4943.653649125176,0.28076190476190477,4.274141414141414,0.74,0.031549431185182795,0.02820443620234759,12,0.1060239394872572,-0.008636900609545351
4,0.2,9,0.21893782786888097,8.471967727142111,38.69576952328157,48.46762620579299,4846.7626205792985,0.2853333333333333,4.168888888888889,0.76,0.03187116713242779,0.027782837810124323,500,0.1282767369427063,-0.009198692557532374
4,0.2,10,0.2142034761828585,8.614477353824624,40.21632845244176,51.61109520785101,5161.109520785101,0.31461904761904763,4.282828282828283,0.68,0.033551287388204495,0.02881721256674427,472,0.14109964743482736,-0.009133274678328933
4,0.2,11,0.28224225353266585,8.242638793869858,29.204127626892976,47.450338826041474,4745.033882604147,0.295,4.136565656565657,0.76,0.03128491184593039,0.027184068543488184,41,0.13108054523655788,-0.008518636136523488
4,0.2,12,0.24883792012893677,7.892147226603267,31.716015077259556,49.33498834377485,4933.498834377486,0.29766666666666663,4.211111111111111,0.64,0.03371751632177107,0.029244562426563536,452,0.13265964943922612,-0.008668965555042018
