k,pk_mean,pk_sem
0,0.0,0.0
1,0.0,0.0
2,0.0,0.0
3,0.0,0.0
4,0.02,0.0
5,0.04,0.0
6,0.18,0.0
7,0.15,0.0
8,0.24,0.0
9,0.17,0.0
10,0.09,0.0
11,0.08,0.0
12,0.03,0.0
