k,pk_mean,pk_sem
0,0.0,0.0
1,0.0,0.0
2,0.0,0.0
3,0.03,0.0
4,0.18,0.0
5,0.18,0.0
6,0.25,0.0
7,0.2,0.0
8,0.09,0.0
9,0.04,0.0
10,0.02,0.0
11,0.01,0.0
