k,pk_mean,pk_sem
0,0.0,0.0
1,0.0,0.0
2,0.0,0.0
3,0.11,0.0
4,0.1,0.0
5,0.22,0.0
6,0.2,0.0
7,0.15,0.0
8,0.12,0.0
9,0.07,0.0
10,0.01,0.0
11,0.01,0.0
12,0.01,0.0
