m,t,model,variance_mean,sem_total,sem_network,sem_runs
40,0,model1_fixed_q,0.0832399060171526,7.639495353836316e-05,6.895527325137234e-05,7.639495353836316e-05
40,0,model3_dynamic_q,0.08322305268876029,7.758745118559217e-05,7.392411216677029e-05,7.758745118559217e-05
40,1,model1_fixed_q,0.06405547988127532,9.265888544064217e-05,8.688272881638166e-05,9.265888544064217e-05
40,1,model3_dynamic_q,0.06928618162017855,0.00011976380071191375,0.00011976380071191375,0.0001071203557109511
40,2,model1_fixed_q,0.054672152751899815,8.777891365333697e-05,7.637726349790231e-05,8.777891365333697e-05
40,2,model3_dynamic_q,0.06212259034710397,0.0001182619947993575,0.00010688268991856179,0.0001182619947993575
40,3,model1_fixed_q,0.05010393095297882,8.658599905970946e-05,7.174069544426455e-05,8.658599905970946e-05
40,3,model3_dynamic_q,0.05819530920418371,0.00011730272780791719,0.00011067518166735299,0.00011730272780791719
40,4,model1_fixed_q,0.04769537525802224,9.59062403352943e-05,9.59062403352943e-05,7.990124909962872e-05
40,4,model3_dynamic_q,0.05595953009133632,0.00011974099217341098,0.00011857482382221285,0.00011974099217341098
40,5,model1_fixed_q,0.04647032940890542,8.020354862403973e-05,7.649417880191574e-05,8.020354862403973e-05
40,5,model3_dynamic_q,0.05475258448737021,0.00013115219492302777,0.00013115219492302777,0.00012107070926886215
40,6,model1_fixed_q,0.045920067476959224,8.597044180728309e-05,8.597044180728309e-05,8.161882161534616e-05
40,6,model3_dynamic_q,0.05402049987318997,0.0001294584434502351,0.0001294584434502351,0.00012260431749400608
40,7,model1_fixed_q,0.04561837754399885,7.987593048129013e-05,7.987593048129013e-05,7.902505049051671e-05
40,7,model3_dynamic_q,0.05361457742516779,0.00012395381598726468,0.000107102001690823,0.00012395381598726468
40,8,model1_fixed_q,0.04541073719775807,7.896579159813027e-05,7.877826949236287e-05,7.896579159813027e-05
40,8,model3_dynamic_q,0.0534258978206014,0.00012110980402130435,0.00011950542571516439,0.00012110980402130435
40,9,model1_fixed_q,0.04526319474032981,7.59209647551627e-05,7.59209647551627e-05,7.581684798633418e-05
40,9,model3_dynamic_q,0.05332000382479725,0.00012004313413547793,0.00012004313413547793,0.00011874272693396819
40,10,model1_fixed_q,0.04515430264758143,7.746640830595939e-05,5.0895030196157125e-05,7.746640830595939e-05
40,10,model3_dynamic_q,0.05340235396142387,0.00011817371024675817,0.00011783825109171043,0.00011817371024675817
40,11,model1_fixed_q,0.04520484483096514,7.634629375198072e-05,6.02199023036418e-05,7.634629375198072e-05
40,11,model3_dynamic_q,0.053259722262182604,0.0001218494046751343,0.0001218494046751343,0.00012127134230970547
40,12,model1_fixed_q,0.04515148201104449,8.179098069626168e-05,8.179098069626168e-05,7.913214623233875e-05
40,12,model3_dynamic_q,0.05319495513166219,0.00012088290019712328,0.00010052531222753466,0.00012088290019712328
40,13,model1_fixed_q,0.04527881590513205,7.763119037503937e-05,7.02432508162368e-05,7.763119037503937e-05
40,13,model3_dynamic_q,0.05332013776017612,0.00014540616826040756,0.00014540616826040756,0.00011724810452778322
40,14,model1_fixed_q,0.045319879624983544,8.492938337879734e-05,8.492938337879734e-05,7.792960353160675e-05
40,14,model3_dynamic_q,0.05322671900283818,0.00014189185695561725,0.00014189185695561725,0.00011975516082088579
40,15,model1_fixed_q,0.04528800515551517,7.531863541609666e-05,6.738454587727728e-05,7.531863541609666e-05
40,15,model3_dynamic_q,0.05316103613385296,0.0001472797794953886,0.0001472797794953886,0.00011991975255323398
40,16,model1_fixed_q,0.04532718038610288,7.823708284289715e-05,7.823708284289715e-05,7.328272589934589e-05
40,16,model3_dynamic_q,0.05301223597700588,0.00011894450589565769,0.00011894450589565767,0.00011708821187596248
40,17,model1_fixed_q,0.04526344558879585,7.774263583254455e-05,7.774263583254455e-05,7.404001875866868e-05
40,17,model3_dynamic_q,0.05317875828940499,0.00011426681523117615,0.00010614344478479582,0.00011426681523117615
40,18,model1_fixed_q,0.04527733380669078,9.304131061668269e-05,9.304131061668269e-05,7.71441050345396e-05
40,18,model3_dynamic_q,0.05323928299106453,0.00012835815808427665,0.00012835815808427665,0.00011590483533797127
40,19,model1_fixed_q,0.04531541317647522,7.646008899965652e-05,7.592343470885179e-05,7.646008899965652e-05
40,19,model3_dynamic_q,0.05312873755829799,0.00011871243640593997,8.958030410806885e-05,0.00011871243640593997
40,20,model1_fixed_q,0.04529681370146246,7.795465349892314e-05,6.93786028167121e-05,7.795465349892314e-05
40,20,model3_dynamic_q,0.0530823086470942,0.00011414262925608881,8.719527914227935e-05,0.00011414262925608881
40,21,model1_fixed_q,0.045342778006072365,8.494543504068285e-05,8.494543504068285e-05,7.612057237060336e-05
40,21,model3_dynamic_q,0.05303462303398344,0.00013373959665346068,0.00013373959665346068,0.00011674246250664767
40,22,model1_fixed_q,0.04531063618294818,9.153718921260246e-05,9.153718921260246e-05,7.251014005544384e-05
40,22,model3_dynamic_q,0.053019547660409255,0.0001177604537202873,0.00011217389838735234,0.0001177604537202873
40,23,model1_fixed_q,0.045500979857288945,7.515868649424638e-05,7.515868649424638e-05,7.483225453140732e-05
40,23,model3_dynamic_q,0.053142792900146535,0.00011597827182142295,0.0001118344551240285,0.00011597827182142295
40,24,model1_fixed_q,0.045390927974557134,7.847437964764379e-05,7.753655205918756e-05,7.847437964764379e-05
40,24,model3_dynamic_q,0.05306019115417133,0.00013458566133984774,0.00013458566133984777,0.00011658605593635338
40,25,model1_fixed_q,0.04528245586586867,7.852570767963374e-05,7.3368375908537e-05,7.852570767963374e-05
40,25,model3_dynamic_q,0.05304782221902283,0.00013298769459611095,0.00013298769459611095,0.00011588433144535643
40,26,model1_fixed_q,0.045324383798221214,7.979864675638691e-05,7.070350057781756e-05,7.979864675638691e-05
40,26,model3_dynamic_q,0.05306653863330914,0.00011514242639603806,0.0001088536381854413,0.00011514242639603806
40,27,model1_fixed_q,0.04523071267685048,7.792876097323452e-05,6.528176722411326e-05,7.792876097323452e-05
40,27,model3_dynamic_q,0.05321187182458637,0.00012521645283338178,0.00012521645283338178,0.00011723154444658317
40,28,model1_fixed_q,0.04531268179594512,8.372886287834137e-05,8.372886287834137e-05,7.842372578952816e-05
40,28,model3_dynamic_q,0.05310084224612944,0.00013695431488109586,0.00013695431488109586,0.00011582713918806663
40,29,model1_fixed_q,0.04525205258027976,7.886161094368388e-05,6.628211527344244e-05,7.886161094368388e-05
40,29,model3_dynamic_q,0.05319847501795993,0.00011868897179961082,0.00011868897179961082,0.00011420212760340115
40,30,model1_fixed_q,0.045294562967391906,7.782304731873056e-05,5.8416513304837265e-05,7.782304731873056e-05
40,30,model3_dynamic_q,0.05317579490581624,0.00011840104077130985,0.00011004164731412243,0.00011840104077130985
40,31,model1_fixed_q,0.04532464073370073,7.802408721930429e-05,7.190974052525169e-05,7.802408721930429e-05
40,31,model3_dynamic_q,0.05330628644331915,0.00013084255181635787,0.00013084255181635787,0.00011735850072574866
