deg,pk_mean,pk_sem
0,0.0,0.0
1,6.666666666666667e-05,4.632055558531009e-05
2,0.0,0.0
3,0.0,0.0
4,0.0,0.0
5,0.0,0.0
6,0.0,0.0
7,0.0,0.0
8,0.0,0.0
9,0.0,0.0
10,0.0,0.0
11,0.0,0.0
12,0.0,0.0
13,0.0,0.0
14,0.0,0.0
15,0.0,0.0
16,0.0,0.0
17,0.0,0.0
18,0.0,0.0
19,0.0,0.0
20,0.08683333333333333,0.0010559991001969926
21,0.07733333333333334,0.0014741709794417852
22,0.06923333333333333,0.0016355837183149196
23,0.0587,0.0015003064820995357
24,0.04976666666666667,0.0013057638213276254
25,0.047400000000000005,0.0014618520767344671
26,0.04160000000000001,0.001042322781871909
27,0.0357,0.0011548498434513206
28,0.03410000000000001,0.0010174907155949087
29,0.032300000000000016,0.001082939804739698
30,0.02770000000000001,0.0010722733396585633
31,0.024966666666666682,0.001138140582122582
32,0.024033333333333348,0.0007481522577432241
33,0.020933333333333342,0.0008852992653741619
34,0.01890000000000001,0.0007101076492780643
35,0.016966666666666675,0.0006565029844428548
36,0.016700000000000007,0.0006559191147218317
37,0.015266666666666673,0.0008036316039014843
38,0.012966666666666671,0.0006617346298226454
39,0.013866666666666671,0.0008369805245448863
40,0.012466666666666673,0.0007918163802780469
41,0.010500000000000004,0.0006569697066092917
42,0.009866666666666671,0.0005866980137915699
43,0.010733333333333338,0.0008093325380139629
44,0.009000000000000005,0.0005317505248607238
45,0.009000000000000005,0.0006007657948234777
46,0.007500000000000003,0.0005136079277506101
47,0.006966666666666669,0.00044329833065519865
48,0.007133333333333336,0.00043346593903848245
49,0.007000000000000003,0.0005852595455284636
50,0.006333333333333335,0.0004403064067223713
51,0.0065333333333333354,0.0005022554493467118
52,0.005466666666666669,0.0003347098016804948
53,0.004833333333333336,0.00032548225346093403
54,0.004633333333333336,0.00042745795876718686
55,0.005066666666666668,0.0004958061665502678
56,0.004600000000000002,0.0003971160402518228
57,0.0045666666666666685,0.00036415019426697316
58,0.004266666666666668,0.0003773267535269704
59,0.004066666666666667,0.0003213954249162364
60,0.003966666666666668,0.0003850162956197052
61,0.003933333333333334,0.00045721127019559535
62,0.0035333333333333345,0.00041999817551145415
63,0.0031333333333333348,0.00032776966026704015
64,0.003500000000000002,0.0003278281018579952
65,0.003300000000000002,0.00027605596633966116
66,0.0035000000000000022,0.0003798063632474032
67,0.003033333333333334,0.00034066646422379655
68,0.002466666666666668,0.00020190662080502516
69,0.002633333333333334,0.0003473490189941071
70,0.002600000000000001,0.00027792333351186045
71,0.001833333333333334,0.0002673124364808304
72,0.0023666666666666675,0.000319782013875808
73,0.0022333333333333346,0.00021271822241076077
74,0.002766666666666668,0.0002698800641806385
75,0.0020000000000000005,0.00026261286571944515
76,0.0019333333333333336,0.0002534059182161561
77,0.002600000000000001,0.00034105987609283473
78,0.0019000000000000009,0.00022667004730406615
79,0.0022333333333333346,0.00028236820069951844
80,0.0019333333333333344,0.00020862623088806307
81,0.0019000000000000004,0.00022667004730406615
82,0.0017000000000000006,0.00022050099694825064
83,0.0018666666666666673,0.00027847422272143344
84,0.0018000000000000006,0.00028927177691496326
85,0.0017666666666666673,0.00023820851164296604
86,0.0014666666666666671,0.00019018039429835804
87,0.0013333333333333335,0.00022658551623742934
88,0.0014333333333333338,0.00018372476499380983
89,0.001166666666666667,0.00015962119910295478
90,0.0014000000000000006,0.00018937283058959977
91,0.0010333333333333334,0.00018246922797306983
92,0.0013666666666666669,0.0002896027137317023
93,0.0014333333333333338,0.0002333333333333333
94,0.0013666666666666673,0.00020047835514395578
95,0.0011333333333333336,0.00017109070883990454
96,0.0009000000000000001,0.00018162738160070043
97,0.0014000000000000004,0.00020114614118829757
98,0.0014666666666666673,0.00021831819724668427
99,0.0011333333333333336,0.00022352110822862972
100,0.0012000000000000003,0.00019999999999999996
101,0.0011000000000000003,0.00019971243694688715
102,0.0011000000000000003,0.00017518463166731779
103,0.0009666666666666668,0.00016940282762593673
104,0.0009333333333333336,0.0001789710907967993
105,0.0013000000000000006,0.00018662150521013532
106,0.001066666666666667,0.00015853737608796938
107,0.0009333333333333334,0.00020304199969426706
108,0.0007666666666666669,0.00014919965280947348
109,0.0006666666666666668,0.0001541258877412573
110,0.000966666666666667,0.0001946605258045745
111,0.0009000000000000001,0.00015425013273341409
112,0.0008333333333333334,0.0001666666666666667
113,0.0009000000000000003,0.00016153004062089668
114,0.0006000000000000002,0.00016329931618554516
115,0.0008666666666666667,0.000196131162618773
116,0.0005666666666666669,0.00012395154163756698
117,0.0008000000000000001,0.0001881549862495669
118,0.0006000000000000001,0.00017019258867935263
119,0.0009333333333333336,0.00015853737608796935
120,0.0008333333333333335,0.00015962119910295478
121,0.0004666666666666667,0.00012441433680675682
122,0.0006333333333333334,0.00013964925960710376
123,0.0005000000000000001,0.00011497126077675975
124,0.0005666666666666669,0.00012395154163756698
125,0.0005666666666666668,0.00012395154163756698
126,0.0007666666666666669,0.00019583791875287052
127,0.0005666666666666668,0.00013290159987389976
128,0.0006333333333333335,0.00012208281844464013
129,0.0004666666666666667,0.00012441433680675682
130,0.0004333333333333334,0.00010376070318239086
131,0.0005333333333333335,0.00013333333333333329
132,0.00046666666666666677,0.00011480451484306919
133,0.0003333333333333334,0.0001107273064716533
134,0.0005666666666666667,0.00014128583022990942
135,0.0003333333333333334,0.00011072730647165334
136,0.0003333333333333334,0.0001107273064716533
137,0.0005,0.00013347693416475742
