k,pk_mean,pk_sem
0,0.0,0.0
1,0.0,0.0
2,0.0,0.0
3,0.0,0.0
4,0.006,0.00197350876413186
5,0.050000000000000024,0.0050262468995003464
6,0.136,0.0072692575455240195
7,0.21400000000000005,0.006130166993518289
8,0.23950000000000005,0.008350070910508862
9,0.16750000000000004,0.00983749540225934
10,0.10800000000000003,0.008783956667518465
11,0.053000000000000005,0.004872047013860104
12,0.018000000000000002,0.002361979544454408
13,0.0045,0.001141328865379023
14,0.0015,0.0008191780219091253
15,0.002,0.0009176629354822469
