k,p,realization,N,E,k_mean,C,L,lambda2
10,0.0,0,100,500,10.0,0.6666666666666665,5.454545454545454,0.21586328420955797
10,0.0,1,100,500,10.0,0.6666666666666665,5.454545454545454,0.21586328420955797
10,0.0,2,100,500,10.0,0.6666666666666665,5.454545454545454,0.21586328420955797
10,0.0,3,100,500,10.0,0.6666666666666665,5.454545454545454,0.21586328420955797
10,0.0,4,100,500,10.0,0.6666666666666665,5.454545454545454,0.21586328420955797
10,0.0,5,100,500,10.0,0.6666666666666665,5.454545454545454,0.21586328420955797
10,0.0,6,100,500,10.0,0.6666666666666665,5.454545454545454,0.21586328420955797
10,0.0,7,100,500,10.0,0.6666666666666665,5.454545454545454,0.21586328420955797
10,0.0,8,100,500,10.0,0.6666666666666665,5.454545454545454,0.21586328420955797
10,0.0,9,100,500,10.0,0.6666666666666665,5.454545454545454,0.21586328420955797
10,0.0,10,100,500,10.0,0.6666666666666665,5.454545454545454,0.21586328420955797
10,0.0,11,100,500,10.0,0.6666666666666665,5.454545454545454,0.21586328420955797
10,0.0,12,100,500,10.0,0.6666666666666665,5.454545454545454,0.21586328420955797
10,0.0,13,100,500,10.0,0.6666666666666665,5.454545454545454,0.21586328420955797
10,0.0,14,100,500,10.0,0.6666666666666665,5.454545454545454,0.21586328420955797
10,0.0,15,100,500,10.0,0.6666666666666665,5.454545454545454,0.21586328420955797
10,0.0,16,100,500,10.0,0.6666666666666665,5.454545454545454,0.21586328420955797
10,0.0,17,100,500,10.0,0.6666666666666665,5.454545454545454,0.21586328420955797
10,0.0,18,100,500,10.0,0.6666666666666665,5.454545454545454,0.21586328420955797
10,0.0,19,100,500,10.0,0.6666666666666665,5.454545454545454,0.21586328420955797
10,0.0,20,100,500,10.0,0.6666666666666665,5.454545454545454,0.21586328420955797
10,0.0,21,100,500,10.0,0.6666666666666665,5.454545454545454,0.21586328420955797
10,0.0,22,100,500,10.0,0.6666666666666665,5.454545454545454,0.21586328420955797
10,0.0,23,100,500,10.0,0.6666666666666665,5.454545454545454,0.21586328420955797
10,0.0,24,100,500,10.0,0.6666666666666665,5.454545454545454,0.21586328420955797
10,0.0,25,100,500,10.0,0.6666666666666665,5.454545454545454,0.21586328420955797
10,0.0,26,100,500,10.0,0.6666666666666665,5.454545454545454,0.21586328420955797
10,0.0,27,100,500,10.0,0.6666666666666665,5.454545454545454,0.21586328420955797
10,0.0,28,100,500,10.0,0.6666666666666665,5.454545454545454,0.21586328420955797
10,0.0,29,100,500,10.0,0.6666666666666665,5.454545454545454,0.21586328420955797
10,0.01,0,100,500,10.0,0.64660101010101,3.6355555555555554,0.2893917204551926
10,0.01,1,100,500,10.0,0.6398686868686869,3.7608080808080806,0.26067138620991315
10,0.01,2,100,500,10.0,0.6471616161616162,3.8135353535353533,0.30377249933582673
10,0.01,3,100,500,10.0,0.6501464646464646,4.241818181818182,0.22300490044051585
10,0.01,4,100,500,10.0,0.6329444444444444,3.7476767676767677,0.2828962534953355
10,0.01,5,100,500,10.0,0.643550505050505,3.694949494949495,0.3000167937290913
10,0.01,6,100,500,10.0,0.658489898989899,4.494141414141414,0.21403745507847524
10,0.01,7,100,500,10.0,0.6416111111111111,3.716767676767677,0.2961932384782861
10,0.01,8,100,500,10.0,0.6627626262626262,4.805050505050505,0.21569641658412625
10,0.01,9,100,500,10.0,0.6483383838383838,3.9517171717171715,0.23724985294240167
10,0.01,10,100,500,10.0,0.6532525252525252,4.14040404040404,0.26631962293921274
10,0.01,11,100,500,10.0,0.6448585858585858,3.912929292929293,0.27613271706781134
10,0.01,12,100,500,10.0,0.645090909090909,3.793939393939394,0.2765875273184154
10,0.01,13,100,500,10.0,0.6285252525252525,3.3846464646464645,0.31629329499324177
10,0.01,14,100,500,10.0,0.6539191919191919,4.253535353535353,0.2346283647767853
10,0.01,15,100,500,10.0,0.6480230880230881,3.661212121212121,0.28046652163749564
10,0.01,16,100,500,10.0,0.624562049062049,3.402222222222222,0.3670891191048514
10,0.01,17,100,500,10.0,0.649570707070707,3.8696969696969696,0.262960631403118
10,0.01,18,100,500,10.0,0.6502222222222223,4.41030303030303,0.21985047144688008
10,0.01,19,100,500,10.0,0.6613434343434343,4.9375757575757575,0.21581799044951505
10,0.01,20,100,500,10.0,0.6535858585858585,4.1896969696969695,0.2613655470381749
10,0.01,21,100,500,10.0,0.6401666666666667,3.5656565656565657,0.28936847498338636
10,0.01,22,100,500,10.0,0.6407121212121212,3.755959595959596,0.2956528940224671
10,0.01,23,100,500,10.0,0.6585858585858585,4.115555555555556,0.2378290951196797
10,0.01,24,100,500,10.0,0.6422171717171717,3.8466666666666667,0.27989268666990225
10,0.01,25,100,500,10.0,0.6614141414141415,5.049292929292929,0.21604107078080048
10,0.01,26,100,500,10.0,0.6310252525252525,3.4644444444444447,0.3337310021088625
10,0.01,27,100,500,10.0,0.6472979797979798,4.0907070707070705,0.2748507202470375
10,0.01,28,100,500,10.0,0.6457979797979797,3.7836363636363637,0.2835390799085984
10,0.01,29,100,500,10.0,0.6394696969696969,3.6385858585858584,0.30761899239913787
10,0.03,0,100,500,10.0,0.6342792207792207,3.4915151515151517,0.32617760352341957
10,0.03,1,100,500,10.0,0.6100909090909091,3.326060606060606,0.3855841825892995
10,0.03,2,100,500,10.0,0.6092373737373737,3.26020202020202,0.4114356432356777
10,0.03,3,100,500,10.0,0.6034949494949494,3.1216161616161617,0.4833318182307973
10,0.03,4,100,500,10.0,0.5943636363636364,3.214141414141414,0.42338622796241665
10,0.03,5,100,500,10.0,0.5997135642135641,3.0387878787878786,0.4709116386389892
10,0.03,6,100,500,10.0,0.6175151515151515,3.4014141414141412,0.3657486622348889
10,0.03,7,100,500,10.0,0.6159227994227995,3.2393939393939393,0.4501054132329696
10,0.03,8,100,500,10.0,0.6267222222222223,3.237171717171717,0.4183627411867914
10,0.03,9,100,500,10.0,0.6218888888888889,3.405050505050505,0.35303014521963605
10,0.03,10,100,500,10.0,0.6238448773448774,3.471919191919192,0.3358878759247661
10,0.03,11,100,500,10.0,0.5818333333333333,3.0187878787878786,0.46416611004520647
10,0.03,12,100,500,10.0,0.6197373737373737,3.2151515151515153,0.4346901080203887
10,0.03,13,100,500,10.0,0.6375064935064935,3.5573737373737373,0.3065585367923114
10,0.03,14,100,500,10.0,0.6290707070707071,3.412929292929293,0.34335617895482895
10,0.03,15,100,500,10.0,0.6089696969696969,3.109292929292929,0.45701444486805676
10,0.03,16,100,500,10.0,0.6297525252525252,3.4705050505050505,0.3212897210958734
10,0.03,17,100,500,10.0,0.5943080808080807,3.1303030303030304,0.4542886882147452
10,0.03,18,100,500,10.0,0.6212323232323232,3.454141414141414,0.32081749731088194
10,0.03,19,100,500,10.0,0.6055144300144301,3.118989898989899,0.41633641178879127
10,0.03,20,100,500,10.0,0.6062243867243867,3.214141414141414,0.42691236850922093
10,0.03,21,100,500,10.0,0.6417121212121212,3.563030303030303,0.3193177554608623
10,0.03,22,100,500,10.0,0.611994227994228,3.3371717171717172,0.3483994587483812
10,0.03,23,100,500,10.0,0.6047077922077922,3.147878787878788,0.39904874017189085
10,0.03,24,100,500,10.0,0.6086479076479077,3.2096969696969695,0.3956585403125946
10,0.03,25,100,500,10.0,0.6190209235209235,3.225050505050505,0.40250788240017477
10,0.03,26,100,500,10.0,0.6284090909090909,3.5424242424242425,0.32954815476374344
10,0.03,27,100,500,10.0,0.6202121212121212,3.346060606060606,0.36091844615151125
10,0.03,28,100,500,10.0,0.5916976911976912,3.1545454545454548,0.42132049326529997
