m,t,model,variance_mean,sem_total,sem_network,sem_runs
60,0,model1_fixed_q,0.08316638458409358,9.84150421739959e-05,9.841504217399589e-05,7.883090068486143e-05
60,0,model3_dynamic_q,0.08325708137748881,7.602327717002927e-05,7.203867489221856e-05,7.602327717002927e-05
60,1,model1_fixed_q,0.06386577845319862,0.0001103044386542005,0.00011030443865420051,9.656551721391355e-05
60,1,model3_dynamic_q,0.06858845213958284,0.00011338458959459493,0.00011338458959459493,0.00010287083673062478
60,2,model1_fixed_q,0.054493293503964604,9.782073792473699e-05,9.782073792473699e-05,9.190843175725159e-05
60,2,model3_dynamic_q,0.06085490703069739,0.00014612354144379056,0.00014612354144379056,0.00011500419611336678
60,3,model1_fixed_q,0.04989644181890065,8.691383585715152e-05,8.549793130505919e-05,8.691383585715152e-05
60,3,model3_dynamic_q,0.056605164783259915,0.00011415276916411479,0.00011415276916411479,0.0001134098356877506
60,4,model1_fixed_q,0.04747801445523835,8.395222250323285e-05,7.187615572553287e-05,8.395222250323285e-05
60,4,model3_dynamic_q,0.05427838463106443,0.00011408844324449462,0.00010278013263906469,0.00011408844324449462
60,5,model1_fixed_q,0.04643992660862258,8.086882476558809e-05,8.086882476558809e-05,7.958965056821357e-05
60,5,model3_dynamic_q,0.05308882569904534,0.00011497011864725847,0.00011497011864725847,0.00011057941736332273
60,6,model1_fixed_q,0.045791209609654694,8.274077269744251e-05,8.274077269744251e-05,8.072693905986379e-05
60,6,model3_dynamic_q,0.05235488978503961,0.00010837695211503404,9.0111937618593e-05,0.00010837695211503404
60,7,model1_fixed_q,0.04544594361583156,7.554725280308859e-05,6.859572994477389e-05,7.554725280308859e-05
60,7,model3_dynamic_q,0.05195340146139108,0.00010779415311990409,8.608548475260144e-05,0.00010779415311990409
60,8,model1_fixed_q,0.045257617745198396,9.056035558560487e-05,9.056035558560485e-05,7.411084391014574e-05
60,8,model3_dynamic_q,0.051664010713515694,0.0001082423162986226,8.11000304285953e-05,0.0001082423162986226
60,9,model1_fixed_q,0.04513947871042614,9.46379343272356e-05,9.46379343272356e-05,7.587525020013982e-05
60,9,model3_dynamic_q,0.05157391769773645,0.00011563523812238962,0.00011563523812238962,0.00010391899392093263
60,10,model1_fixed_q,0.04512175049777948,7.696210947765695e-05,6.565150471166398e-05,7.696210947765695e-05
60,10,model3_dynamic_q,0.051397587903884524,0.00010380474774525376,9.782348763211434e-05,0.00010380474774525376
60,11,model1_fixed_q,0.04513437747480513,8.04289711547935e-05,8.04289711547935e-05,7.61604752136572e-05
60,11,model3_dynamic_q,0.051439430260109456,0.00010359020913628144,9.874054246287842e-05,0.00010359020913628144
60,12,model1_fixed_q,0.045110259506019906,8.069460530751398e-05,8.069460530751398e-05,7.382813601872963e-05
60,12,model3_dynamic_q,0.0513513605964364,0.00010916498042123293,9.559734740731189e-05,0.00010916498042123293
60,13,model1_fixed_q,0.04518346835796684,9.439812742459834e-05,9.439812742459834e-05,7.573069705227748e-05
60,13,model3_dynamic_q,0.05114983883282691,0.00010659190582395142,9.01264539893449e-05,0.00010659190582395142
60,14,model1_fixed_q,0.04521863023118922,7.937244082341449e-05,7.406423325339671e-05,7.937244082341449e-05
60,14,model3_dynamic_q,0.051261735621621035,0.00010611106758786036,7.800455625517039e-05,0.00010611106758786036
60,15,model1_fixed_q,0.045223694207841815,7.862675456859793e-05,6.430035121153658e-05,7.862675456859793e-05
60,15,model3_dynamic_q,0.05122230800704738,0.00010723524622605234,9.436899381530157e-05,0.00010723524622605234
