k,pk_mean,pk_sem
0,0.0,0.0
1,0.0,0.0
2,0.0,0.0
3,0.0,0.0
4,0.0,0.0
5,0.0005,0.0005
6,0.02,0.0026157418189029845
7,0.06750000000000003,0.004750346247768073
8,0.1315,0.006540360524426286
9,0.19649999999999998,0.009686534332175829
10,0.20450000000000004,0.012343227420650351
11,0.17200000000000004,0.00974949391399099
12,0.11300000000000002,0.0049257647015196375
13,0.05350000000000003,0.004369451368668371
14,0.024000000000000004,0.002937954891990076
15,0.013500000000000002,0.001956769625791716
16,0.0025,0.0009933992677987828
17,0.0005,0.0005000000000000001
18,0.0005,0.0005000000000000002
