k,pk_mean,pk_sem
0,0.0,0.0
1,0.0,0.0
2,0.0,0.0
3,0.0,0.0
4,0.0,0.0
5,0.0,0.0
6,0.0,0.0
7,0.0,0.0
8,0.0,0.0
9,0.0035000000000000005,0.001094243309804831
10,0.0075000000000000015,0.0014281014264436985
11,0.028500000000000004,0.003015311801979672
12,0.04550000000000002,0.003802699871905417
13,0.08600000000000005,0.0035835883222208845
14,0.11900000000000002,0.005424117682312853
15,0.1465,0.005344697322925238
16,0.152,0.008843671540473982
17,0.139,0.007251134212550548
18,0.09700000000000002,0.005482028053462274
19,0.08499999999999999,0.007052435189724409
20,0.04550000000000002,0.0034393236789259964
21,0.022,0.0031288134626740734
22,0.0115,0.002436023506930052
23,0.0075,0.0016018081887929684
24,0.002,0.0011697953037312038
25,0.001,0.0006882472016116853
26,0.001,0.0006882472016116853
