k,pk_mean,pk_sem
0,0.0,0.0
1,0.0,0.0
2,0.0,0.0
3,0.0,0.0
4,0.0,0.0
5,0.0,0.0
6,0.0,0.0
7,0.0,0.0
8,0.0005,0.0005000000000000001
9,0.002,0.0009176629354822469
10,0.006,0.0022242680641174147
11,0.024,0.003433580301115809
12,0.05550000000000001,0.006548402778339801
13,0.08000000000000002,0.00624078267696069
14,0.127,0.006924403831453841
15,0.14350000000000002,0.007989302057653162
16,0.15499999999999997,0.009361174015441034
17,0.1375,0.008009040943964844
18,0.097,0.004707217302912847
19,0.07600000000000001,0.006172946067956105
20,0.047500000000000014,0.0037609489284095923
21,0.027500000000000007,0.0033146405695434243
22,0.011500000000000002,0.0028353965655989856
23,0.0035000000000000005,0.001094243309804831
24,0.004,0.0015217718205053638
25,0.0005,0.0005000000000000002
26,0.0005,0.0005000000000000001
27,0.0005,0.0005000000000000001
28,0.0005,0.0005000000000000003
