k,pk_mean,pk_sem
0,0.0,0.0
1,0.0,0.0
2,0.0,0.0
3,0.0,0.0
4,0.0,0.0
5,0.0,0.0
6,0.0,0.0
7,0.0,0.0
8,0.0,0.0
9,0.0,0.0
10,0.002,0.0009176629354822469
11,0.013000000000000001,0.002064741604835056
12,0.03550000000000001,0.0035890916604857594
13,0.07100000000000002,0.0039000674757995496
14,0.13800000000000004,0.008162816851269445
15,0.15849999999999997,0.0070065758586600555
16,0.191,0.01033389924879329
17,0.139,0.007976940450283456
18,0.12150000000000002,0.006294316567557719
19,0.07350000000000004,0.004827279935838335
20,0.03400000000000001,0.003509385911193611
21,0.015000000000000003,0.002946898458772509
22,0.004,0.0011239029738980327
23,0.003,0.0010513149660756934
24,0.001,0.0006882472016116853
