k,p,lambda2_mean,lambda2_sem,clustering_mean,clustering_sem,pathlen_mean,pathlen_sem,degvar_mean,degvar_sem,delta_mean,delta_sem,tstar_mean,tstar_sem,plateau_mean,plateau_sem
10,0.0,0.21586328420955794,6.367565748859375e-18,0.6666666666666664,2.54702629954375e-17,5.454545454545454,0.0,0.0,0.0,0.27632685095456916,0.013236075593559988,10.4,1.1616684915286832,0.03661175844674093,0.00041648324659863804
10,0.01,0.2683592319573428,0.009712086359076662,0.6446839105339104,0.002089452824780605,3.9453535353535356,0.08176832250604452,0.11200000000000002,0.009558683018733886,0.22722804799154678,0.010697294811916544,60.75,27.314433720538382,0.033251966620305766,0.000432360930817424
10,0.03,0.39598467957700667,0.016677471017635788,0.6117577311577311,0.003213780666642651,3.288292929292929,0.040130834619417424,0.28500000000000003,0.02009844194013687,0.16303865862855207,0.00760532841658012,153.4,35.02581003233262,0.02954245085832189,0.0003160495586669563
10,0.05,0.5945468295087198,0.021819020869210975,0.5675609584859586,0.004124634694777333,2.9511616161616163,0.026057308393496507,0.541,0.02079853233688428,0.14242253068894206,0.006604290971221578,211.5,34.79590871292047,0.026694592752395097,0.00032733264261876414
10,0.1,0.8896944000317999,0.020605076292136006,0.50340936008436,0.004194845985773112,2.7089595959595956,0.011950312817060754,0.9899999999999999,0.03319797076867642,0.12499722426544806,0.00410120590632177,258.4,35.67930256575858,0.02459636841004855,9.817381154897858e-05
10,0.2,1.594864846402645,0.03179261365881168,0.371929748029748,0.004405436571003349,2.4734343434343433,0.00536707985388872,1.7700000000000002,0.06533315431411205,0.11776039932452247,0.0031907605384227833,205.45,29.061774042998746,0.02262496753899092,8.921514380805541e-05
10,0.3,2.310510524218484,0.03605352805308581,0.26702849095349096,0.0038590582745784124,2.3624141414141415,0.003623210751087334,2.5469999999999997,0.061409325539024555,0.10920318121805742,0.0023907301144577343,251.75,26.50361196834162,0.021671267142257925,4.574160102121035e-05
10,0.4,2.8512931197614777,0.050155211987236756,0.20270303862803862,0.00374458144069917,2.3074949494949495,0.003064695842603578,3.181,0.1224613795189496,0.10611342485898616,0.0033391992939202624,287.65,31.37374656753972,0.02137226317731393,3.392319464401643e-05
10,0.5,3.455705989947819,0.035147905128946146,0.15455660964852141,0.001981324821571663,2.2657979797979797,0.0015871329750195991,3.6359999999999992,0.13983147751941677,0.10809461448815541,0.0036867081511503513,263.75,36.80631203018251,0.02117153642091018,3.445680033262649e-05
10,0.7,3.867450924817029,0.046296114072719656,0.103002889920537,0.0013398132866010019,2.228989898989899,0.0009493139510994268,4.496,0.13929597417388856,0.10542411051265835,0.0026965318926762912,215.55,32.19304231793277,0.0208979893817682,3.393570800276573e-05
10,0.9,3.9526375455724194,0.03453251503700971,0.08900593915888033,0.001376781349370857,2.22149494949495,0.0010166084905048253,4.483999999999999,0.1150615395983247,0.11115001451203002,0.0022449503630738114,250.3,29.282840313776003,0.020976369594653408,3.647951671364133e-05
10,1.0,3.9008747547329263,0.05237110878054723,0.09321544329853151,0.0015524356810180271,2.2245050505050505,0.0011515151515151586,4.699,0.13987569669644467,0.1072093812646977,0.00346583828543919,323.5,30.24022243025965,0.020981612875825346,4.6449481799617355e-05
