m,t,model,variance_mean,sem_total,sem_network,sem_runs
30,0,model1_fixed_q,0.0832751737516476,9.913529707235e-05,9.913529707235e-05,7.782592299111771e-05
30,0,model3_dynamic_q,0.08317588646558964,7.802827366799128e-05,7.228598307233343e-05,7.802827366799128e-05
30,1,model1_fixed_q,0.06402043925465199,0.00010075254057547916,0.00010075254057547916,9.631230845781029e-05
30,1,model3_dynamic_q,0.06990680088323215,0.0001265343508983208,0.0001265343508983208,0.00011243923507690686
30,2,model1_fixed_q,0.05486351417699176,9.641925050892632e-05,9.085013846559007e-05,9.641925050892632e-05
30,2,model3_dynamic_q,0.06294456126005231,0.00012409553103215972,0.0001200124376384817,0.00012409553103215972
30,3,model1_fixed_q,0.050331114380879026,9.753293791583495e-05,9.753293791583496e-05,8.840374449202092e-05
30,3,model3_dynamic_q,0.059280009265333174,0.00013923103893173386,0.00013923103893173386,0.00013187859129301714
30,4,model1_fixed_q,0.04796578717578841,8.029160790181199e-05,8.029160790181197e-05,7.972533605702933e-05
30,4,model3_dynamic_q,0.05721073879010204,0.00014369045282385282,0.00014369045282385282,0.00013064110444123815
30,5,model1_fixed_q,0.046677731409650904,8.118566506368638e-05,7.709325147216026e-05,8.118566506368638e-05
30,5,model3_dynamic_q,0.055719404547900135,0.00014147970295883631,0.00014147970295883631,0.000131278525973918
30,6,model1_fixed_q,0.04604298314380787,8.000795478258421e-05,8.000795478258421e-05,7.419506260361633e-05
30,6,model3_dynamic_q,0.05533345827065404,0.00013362044901237701,0.00013362044901237701,0.00012920167049790927
30,7,model1_fixed_q,0.04569409066139505,8.170460546763592e-05,8.170460546763592e-05,7.80301505039517e-05
30,7,model3_dynamic_q,0.0549098673976,0.00014216273845735314,0.00014216273845735317,0.00012699513619115403
30,8,model1_fixed_q,0.04558540948911041,7.895088935584241e-05,7.139657197175665e-05,7.895088935584241e-05
30,8,model3_dynamic_q,0.05474076568480879,0.00017339512750035857,0.00017339512750035854,0.0001253868350955717
30,9,model1_fixed_q,0.0454493655064239,7.744604341027466e-05,7.18130686787437e-05,7.744604341027466e-05
30,9,model3_dynamic_q,0.054576547081576526,0.0001305538436572954,0.0001305538436572954,0.00012387925889411743
30,10,model1_fixed_q,0.04540989706718015,7.683696810221876e-05,6.949885963575004e-05,7.683696810221876e-05
30,10,model3_dynamic_q,0.05440182388648407,0.00014565312077353542,0.00014565312077353544,0.00013240821838648195
30,11,model1_fixed_q,0.04537570911900997,7.803361881326162e-05,6.779007854036768e-05,7.803361881326162e-05
30,11,model3_dynamic_q,0.05423071973647535,0.00016663074543868213,0.00016663074543868213,0.00013271283988243972
30,12,model1_fixed_q,0.04537664749415867,8.099095305935748e-05,8.099095305935748e-05,7.38809319086391e-05
30,12,model3_dynamic_q,0.05426867440742132,0.00016062517778456993,0.00016062517778456993,0.00012703394732927284
30,13,model1_fixed_q,0.045379171757635665,8.148435850964713e-05,8.148435850964715e-05,7.838278126264084e-05
30,13,model3_dynamic_q,0.054210041602555235,0.00013912720000843512,0.00013912720000843512,0.0001292570945912622
30,14,model1_fixed_q,0.04543356521566817,7.65492326311642e-05,6.812119896690253e-05,7.65492326311642e-05
30,14,model3_dynamic_q,0.05410091018472665,0.00012831419117690778,0.00012831419117690778,0.00012642915807553216
30,15,model1_fixed_q,0.04544590051695246,7.787422931621812e-05,7.236248573261034e-05,7.787422931621812e-05
30,15,model3_dynamic_q,0.05417607939605386,0.00012487200144321306,0.00012487200144321306,0.0001241527414659559
30,16,model1_fixed_q,0.04534995134340823,8.333135060909683e-05,8.333135060909683e-05,7.649718250014864e-05
30,16,model3_dynamic_q,0.05410580436634583,0.00012270566973770477,0.00012270566973770477,0.00012246719724849094
30,17,model1_fixed_q,0.04534653855566923,8.360598693007687e-05,8.360598693007686e-05,7.943891591798289e-05
