m,t,model,variance_mean,sem_total,sem_network,sem_runs
50,0,model1_fixed_q,0.08326974632398525,7.488234211458783e-05,7.245484418853461e-05,7.488234211458783e-05
50,0,model3_dynamic_q,0.08326000188530706,7.752407635002469e-05,7.10860356209108e-05,7.752407635002469e-05
50,1,model1_fixed_q,0.06412259521308177,9.555340647960322e-05,8.809656017563692e-05,9.555340647960322e-05
50,1,model3_dynamic_q,0.06908533073543789,0.00011147052920668656,0.00011147052920668656,0.00010751666406818085
50,2,model1_fixed_q,0.05466026570893668,9.769273556630941e-05,9.76927355663094e-05,8.769411709679289e-05
50,2,model3_dynamic_q,0.06125881415310243,0.00011930463408923466,0.00011930463408923465,0.00011625121303677749
50,3,model1_fixed_q,0.05006982590664571,9.319411534045775e-05,9.319411534045775e-05,8.583672497372954e-05
50,3,model3_dynamic_q,0.057198708848787715,0.0001195984137829264,0.00010714211133783318,0.0001195984137829264
50,4,model1_fixed_q,0.04763458882924259,8.045238072064289e-05,8.045238072064289e-05,7.941059778764524e-05
50,4,model3_dynamic_q,0.05506876114491245,0.00011982780780402494,9.28442254262323e-05,0.00011982780780402494
50,5,model1_fixed_q,0.04641031403107762,9.285305788863432e-05,9.28530578886343e-05,7.922927349950447e-05
50,5,model3_dynamic_q,0.053631618283456785,0.00011473649132731154,9.561052137834428e-05,0.00011473649132731154
50,6,model1_fixed_q,0.04576791474134226,8.857515385169156e-05,8.857515385169156e-05,7.830807383868492e-05
50,6,model3_dynamic_q,0.05291570021382371,0.0001136116926591989,9.546048040499076e-05,0.0001136116926591989
50,7,model1_fixed_q,0.04542350302997068,8.15975079771233e-05,7.083826985677022e-05,8.15975079771233e-05
50,7,model3_dynamic_q,0.05255319035085378,0.00011112965934437501,0.000106886914885575,0.00011112965934437501
50,8,model1_fixed_q,0.04545185804640649,8.499943578129326e-05,8.499943578129327e-05,8.024208740674778e-05
50,8,model3_dynamic_q,0.05230419094767337,0.00011056635546849307,0.00011056635546849306,0.00010932651248844005
50,9,model1_fixed_q,0.045313565926540095,8.578103333223294e-05,8.578103333223294e-05,7.785090982849539e-05
50,9,model3_dynamic_q,0.052312831672619006,0.00011025094570436396,0.00011025094570436396,0.00010674945559212908
50,10,model1_fixed_q,0.04526396712845927,7.914304737759445e-05,7.01564826708327e-05,7.914304737759445e-05
50,10,model3_dynamic_q,0.052374404817747924,0.00011214249730908519,0.00011214249730908519,0.00010445377082860128
50,11,model1_fixed_q,0.045260945457700756,7.601384684687765e-05,6.820189797238295e-05,7.601384684687765e-05
50,11,model3_dynamic_q,0.052292131601685145,0.00010875586134189542,0.00010160719422595615,0.00010875586134189542
50,12,model1_fixed_q,0.04510113507764967,7.633222202023155e-05,6.541074109307246e-05,7.633222202023155e-05
50,12,model3_dynamic_q,0.052191331472628125,0.00011576939145035765,0.00011576939145035764,0.00010850364770536051
50,13,model1_fixed_q,0.04511042976475184,7.778791383761834e-05,7.767228693275697e-05,7.778791383761834e-05
50,13,model3_dynamic_q,0.05210492057038774,0.00011685654810527465,0.00010735191259384637,0.00011685654810527465
50,14,model1_fixed_q,0.04508366792353074,7.71111357450034e-05,7.337805853486133e-05,7.71111357450034e-05
50,14,model3_dynamic_q,0.05202196819213575,0.00011177239909519745,0.0001044379817611217,0.00011177239909519745
50,15,model1_fixed_q,0.04524946065146299,9.145665741903516e-05,9.145665741903516e-05,7.95378016542031e-05
50,15,model3_dynamic_q,0.051942347250684834,0.00011099865878852929,8.600225429807361e-05,0.00011099865878852929
50,16,model1_fixed_q,0.04517808373509581,8.936540060589779e-05,8.936540060589779e-05,7.707935653681286e-05
50,16,model3_dynamic_q,0.05189828679849577,0.00010881177076742388,9.227223515503025e-05,0.00010881177076742388
50,17,model1_fixed_q,0.04526365786160438,8.035227513160293e-05,8.035227513160293e-05,7.880797685263769e-05
50,17,model3_dynamic_q,0.05189258552985969,0.00011483592009344583,0.00011483592009344583,0.0001080245735834923
50,18,model1_fixed_q,0.045114754762111325,8.393709473496422e-05,8.393709473496422e-05,7.572373229692654e-05
50,18,model3_dynamic_q,0.05202262881965324,0.0001296192585130802,0.00012961925851308017,0.00010745682383320471
50,19,model1_fixed_q,0.04511741557870084,8.329291645284464e-05,8.329291645284466e-05,7.347151562474622e-05
50,19,model3_dynamic_q,0.05203940192250732,0.00013899638633812746,0.0001389963863381275,0.0001114550761871835
50,20,model1_fixed_q,0.04503743521395107,7.294016057777076e-05,5.525274238110882e-05,7.294016057777076e-05
50,20,model3_dynamic_q,0.05200094689512916,0.00012206668748772778,0.00012206668748772778,0.00010774304889929679
50,21,model1_fixed_q,0.04506575637183357,7.934391105797201e-05,7.934391105797201e-05,7.645344127591797e-05
50,21,model3_dynamic_q,0.052042164030537165,0.00014326297552238882,0.00014326297552238882,0.0001073835244618758
50,22,model1_fixed_q,0.04498923657757393,7.544490036017081e-05,7.021947801315671e-05,7.544490036017081e-05
50,22,model3_dynamic_q,0.05200927773012502,0.00012665338864863734,0.00012665338864863734,0.00010732874251403912
50,23,model1_fixed_q,0.045123803854546646,7.810214725297371e-05,7.810214725297371e-05,7.495211760779573e-05
50,23,model3_dynamic_q,0.052046995795769255,0.00012030678936185229,0.00012030678936185229,0.00010895330580476916
50,24,model1_fixed_q,0.04505504381989777,8.277219843901004e-05,8.277219843901004e-05,7.751782531107532e-05
50,24,model3_dynamic_q,0.05227607178966772,0.0001283024658356572,0.0001283024658356572,0.00010604453070809024
50,25,model1_fixed_q,0.045171919829698884,7.374610020744236e-05,6.328279707972748e-05,7.374610020744236e-05
50,25,model3_dynamic_q,0.05214890859029437,0.00012262030890076124,0.00012262030890076124,0.00011261355388654855
50,26,model1_fixed_q,0.04515610620797503,7.522648098661602e-05,5.820340045668287e-05,7.522648098661602e-05
50,26,model3_dynamic_q,0.05209439379033696,0.00011187288376996604,0.00011021857168322107,0.00011187288376996604
50,27,model1_fixed_q,0.04519274297971518,7.504652484978859e-05,7.358645214572027e-05,7.504652484978859e-05
50,27,model3_dynamic_q,0.0520401827485579,0.00011441635277237217,0.00011441635277237218,0.00011159333373158948
