p,realization,N,E,k_mean,C,L,lambda2
1.0,15,100,500,10.0,0.09252007143183613,2.216969696969697,3.937138624294765
1.0,16,100,500,10.0,0.0881024531024531,2.2258585858585858,3.7962017813637767
1.0,17,100,500,10.0,0.1011061536502713,2.2303030303030305,3.7817721694148307
1.0,18,100,500,10.0,0.09534095642919173,2.2135353535353537,4.207058275311723
1.0,19,100,500,10.0,0.07921259296259296,2.221212121212121,3.842130587425389
1.0,20,100,500,10.0,0.0855484792984793,2.2123232323232322,3.736977442659061
1.0,21,100,500,10.0,0.09150899100899101,2.2234343434343433,4.06818035883598
1.0,22,100,500,10.0,0.10436659247185563,2.23010101010101,3.6979710792698746
1.0,23,100,500,10.0,0.08328056257468022,2.2214141414141415,4.147183635095956
1.0,24,100,500,10.0,0.09073939948939948,2.2274747474747474,3.9815701848682448
1.0,25,100,500,10.0,0.09611290833349656,2.2252525252525253,3.853151547038299
1.0,26,100,500,10.0,0.09112526843641394,2.2206060606060607,3.704934282101852
1.0,27,100,500,10.0,0.0810141525141525,2.2214141414141415,3.912173884229922
1.0,28,100,500,10.0,0.09001532239690134,2.2232323232323234,3.6157579383300504
1.0,29,100,500,10.0,0.08505491730491731,2.2187878787878788,4.012234322861148
