k,pk_mean,pk_sem
0,0.0,0.0
1,0.0,0.0
2,0.0,0.0
3,0.0,0.0
4,0.0,0.0
5,0.0,0.0
6,0.0,0.0
7,0.002,0.0009176629354822469
8,0.009,0.0020390916450326855
9,0.06250000000000001,0.0051745836344070885
10,0.12,0.004757265910937544
11,0.2045,0.007863138518964361
12,0.23050000000000007,0.007235693688783043
13,0.189,0.006801702573233914
14,0.09950000000000002,0.0063026727830759475
15,0.05100000000000001,0.0036201192187405567
16,0.025500000000000002,0.0031182822531846464
17,0.004999999999999999,0.0018496087779795352
18,0.0005,0.0005000000000000001
19,0.001,0.0006882472016116853
