k,pk_mean,pk_sem
0,0.0,0.0
1,0.0,0.0
2,0.0,0.0
3,0.0,0.0
4,0.0,0.0
5,0.0,0.0
6,0.0015,0.0008191780219091253
7,0.014500000000000002,0.0031182822531846464
8,0.0415,0.0039252891278021935
9,0.08,0.007813618341008688
10,0.12449999999999999,0.008475196007669737
11,0.1685,0.009213119935579281
12,0.185,0.00806225774829855
13,0.14400000000000002,0.008347706902276562
14,0.10250000000000004,0.006064347927805073
15,0.06150000000000001,0.00466086732384932
16,0.0415,0.0031013579368772606
17,0.017,0.002999999999999999
18,0.0105,0.0021119958133929795
19,0.004999999999999999,0.0011470786693528088
20,0.0015,0.0008191780219091251
21,0.0005,0.0005000000000000001
22,0.0,0.0
23,0.0,0.0
24,0.0005,0.0005000000000000002
