k,p,realization,N,E,k_mean,C,L,lambda2
8,0.7,29,100,400,8.0,0.07642357642357642,2.4185858585858586,2.6194206584375865
8,0.9,0,100,400,8.0,0.08204395604395603,2.4042424242424243,2.798469983743204
8,0.9,1,100,400,8.0,0.07315151515151515,2.4202020202020202,2.8036457254614944
8,0.9,2,100,400,8.0,0.06876523476523476,2.423030303030303,2.4849813239158705
8,0.9,3,100,400,8.0,0.06092590742590742,2.4101010101010103,2.8082285071085438
8,0.9,4,100,400,8.0,0.06355666555666556,2.406262626262626,2.8838637467187773
8,0.9,5,100,400,8.0,0.07177994227994228,2.430707070707071,2.5664274606820787
8,0.9,6,100,400,8.0,0.08377378177378177,2.417777777777778,2.587781152986743
8,0.9,7,100,400,8.0,0.0672998667998668,2.4137373737373737,2.6764125255191287
8,0.9,8,100,400,8.0,0.07958408258408257,2.4165656565656564,2.6438863718113312
8,0.9,9,100,400,8.0,0.07381501831501831,2.4163636363636365,2.827386008296045
8,0.9,10,100,400,8.0,0.0628050838050838,2.415151515151515,2.6174898155722044
8,0.9,11,100,400,8.0,0.060019480519480514,2.4101010101010103,2.591208701714723
8,0.9,12,100,400,8.0,0.08851831501831502,2.430909090909091,2.6154119179536734
8,0.9,13,100,400,8.0,0.07167621267621267,2.4202020202020202,2.6284223247554492
8,0.9,14,100,400,8.0,0.07463109113109112,2.4135353535353534,2.5974058268941937
8,0.9,15,100,400,8.0,0.0622959262959263,2.414141414141414,2.843975559876879
8,0.9,16,100,400,8.0,0.08321428571428571,2.427676767676768,2.6071018865564985
8,0.9,17,100,400,8.0,0.06768808968808969,2.4072727272727272,2.78069950367669
8,0.9,18,100,400,8.0,0.0666008436008436,2.4052525252525254,2.5805662687664097
8,0.9,19,100,400,8.0,0.06083993783993784,2.4014141414141412,2.8069137785001663
8,0.9,20,100,400,8.0,0.08466350316350317,2.417373737373737,2.460841962716459
8,0.9,21,100,400,8.0,0.06834099234099235,2.406868686868687,2.671703024484901
8,0.9,22,100,400,8.0,0.07811105561105561,2.418787878787879,2.764854623539807
8,0.9,23,100,400,8.0,0.065999888999889,2.423030303030303,2.7472229825882524
8,0.9,24,100,400,8.0,0.06783838383838384,2.418181818181818,2.545128474141375
8,0.9,25,100,400,8.0,0.07403219003219003,2.417777777777778,2.641377093714798
8,0.9,26,100,400,8.0,0.0788006993006993,2.4244444444444446,2.758001941856516
