k,p,realization,N,E,k_mean,C,L,lambda2
12,0.0,0,100,600,12.0,0.6818181818181818,4.636363636363637,0.35631031243305034
12,0.0,1,100,600,12.0,0.6818181818181818,4.636363636363637,0.35631031243305034
12,0.0,2,100,600,12.0,0.6818181818181818,4.636363636363637,0.35631031243305034
12,0.0,3,100,600,12.0,0.6818181818181818,4.636363636363637,0.35631031243305034
12,0.0,4,100,600,12.0,0.6818181818181818,4.636363636363637,0.35631031243305034
12,0.0,5,100,600,12.0,0.6818181818181818,4.636363636363637,0.35631031243305034
12,0.0,6,100,600,12.0,0.6818181818181818,4.636363636363637,0.35631031243305034
12,0.0,7,100,600,12.0,0.6818181818181818,4.636363636363637,0.35631031243305034
12,0.0,8,100,600,12.0,0.6818181818181818,4.636363636363637,0.35631031243305034
12,0.0,9,100,600,12.0,0.6818181818181818,4.636363636363637,0.35631031243305034
12,0.0,10,100,600,12.0,0.6818181818181818,4.636363636363637,0.35631031243305034
12,0.0,11,100,600,12.0,0.6818181818181818,4.636363636363637,0.35631031243305034
12,0.0,12,100,600,12.0,0.6818181818181818,4.636363636363637,0.35631031243305034
12,0.0,13,100,600,12.0,0.6818181818181818,4.636363636363637,0.35631031243305034
12,0.0,14,100,600,12.0,0.6818181818181818,4.636363636363637,0.35631031243305034
12,0.0,15,100,600,12.0,0.6818181818181818,4.636363636363637,0.35631031243305034
12,0.0,16,100,600,12.0,0.6818181818181818,4.636363636363637,0.35631031243305034
12,0.0,17,100,600,12.0,0.6818181818181818,4.636363636363637,0.35631031243305034
12,0.0,18,100,600,12.0,0.6818181818181818,4.636363636363637,0.35631031243305034
12,0.0,19,100,600,12.0,0.6818181818181818,4.636363636363637,0.35631031243305034
12,0.0,20,100,600,12.0,0.6818181818181818,4.636363636363637,0.35631031243305034
12,0.0,21,100,600,12.0,0.6818181818181818,4.636363636363637,0.35631031243305034
12,0.0,22,100,600,12.0,0.6818181818181818,4.636363636363637,0.35631031243305034
12,0.0,23,100,600,12.0,0.6818181818181818,4.636363636363637,0.35631031243305034
12,0.0,24,100,600,12.0,0.6818181818181818,4.636363636363637,0.35631031243305034
12,0.0,25,100,600,12.0,0.6818181818181818,4.636363636363637,0.35631031243305034
12,0.0,26,100,600,12.0,0.6818181818181818,4.636363636363637,0.35631031243305034
12,0.0,27,100,600,12.0,0.6818181818181818,4.636363636363637,0.35631031243305034
12,0.0,28,100,600,12.0,0.6818181818181818,4.636363636363637,0.35631031243305034
12,0.0,29,100,600,12.0,0.6818181818181818,4.636363636363637,0.35631031243305034
12,0.01,0,100,600,12.0,0.6594079254079255,3.2377777777777776,0.46257710010818104
12,0.01,1,100,600,12.0,0.6559843489843489,3.180808080808081,0.4707429445843406
12,0.01,2,100,600,12.0,0.6489720279720279,3.184848484848485,0.5226730796905563
12,0.01,3,100,600,12.0,0.6567459207459208,3.2923232323232323,0.45113704171487246
12,0.01,4,100,600,12.0,0.6547956487956488,3.26,0.4420731174919591
12,0.01,5,100,600,12.0,0.6647179487179486,3.2393939393939393,0.44604466400434784
12,0.01,6,100,600,12.0,0.6720481740481741,3.8395959595959597,0.37027485357218687
12,0.01,7,100,600,12.0,0.6654708624708624,3.6606060606060606,0.3856249769222485
12,0.01,8,100,600,12.0,0.6736596736596736,3.7808080808080806,0.3711510417515495
12,0.01,9,100,600,12.0,0.6712890442890442,3.6535353535353536,0.3708804641923917
12,0.01,10,100,600,12.0,0.6681328671328671,3.5286868686868686,0.40719867433878654
12,0.01,11,100,600,12.0,0.6665617715617715,3.349090909090909,0.4314945587401917
12,0.01,12,100,600,12.0,0.6614249084249084,3.3016161616161614,0.4470804898705255
12,0.01,13,100,600,12.0,0.6676783216783216,3.766868686868687,0.3700187011988775
12,0.01,14,100,600,12.0,0.6643333333333333,3.5103030303030303,0.4211094450615349
12,0.01,15,100,600,12.0,0.6614382284382284,3.409090909090909,0.41690632505013675
12,0.01,16,100,600,12.0,0.6511168831168831,3.0868686868686868,0.5354462594052919
12,0.01,17,100,600,12.0,0.647048951048951,3.1414141414141414,0.43865233004284543
12,0.01,18,100,600,12.0,0.655019647019647,3.221616161616162,0.46539627672010897
12,0.01,19,100,600,12.0,0.6545236985236985,3.0583838383838384,0.5110737269670661
12,0.01,20,100,600,12.0,0.6507492507492507,3.056969696969697,0.507426514151315
12,0.01,21,100,600,12.0,0.6733822843822843,3.9525252525252523,0.3616540512519866
12,0.01,22,100,600,12.0,0.6663962703962703,3.5517171717171716,0.37990565399098697
