k,pk_mean,pk_sem
0,0.0,0.0
1,0.0,0.0
2,0.0,0.0
3,0.0,0.0
4,0.0,0.0
5,0.0,0.0
6,0.0,0.0
7,0.0008333333333333335,0.00017342614668062721
8,0.016800000000000006,0.0007293517827417068
9,0.16466666666666666,0.0018378731669453628
10,0.6389333333333334,0.003186152990869408
11,0.15853333333333328,0.0018838291484464295
12,0.018533333333333343,0.0007961593633191577
13,0.0016666666666666672,0.000236513630300682
14,0.0,0.0
15,3.3333333333333335e-05,3.333333333333332e-05
