deg,pk_mean,pk_sem
0,0.0,0.0
1,0.0,0.0
2,0.0,0.0
3,0.0,0.0
4,0.0,0.0
5,3.3333333333333335e-05,3.333333333333333e-05
6,0.0,0.0
7,0.0,0.0
8,0.0,0.0
9,0.0,0.0
10,0.0,0.0
11,0.0,0.0
12,3.3333333333333335e-05,3.3333333333333315e-05
13,3.3333333333333335e-05,3.333333333333332e-05
14,3.3333333333333335e-05,3.333333333333332e-05
15,0.11546666666666668,0.0013491021563812322
16,0.09603333333333336,0.0015948792577318493
17,0.0793,0.001411080942145898
18,0.06956666666666665,0.0012880380994341237
19,0.05873333333333334,0.0015372264420376123
20,0.0546,0.0012663641502030686
21,0.04270000000000001,0.0008881726041218809
22,0.03453333333333334,0.0008927979181233367
23,0.033533333333333346,0.0011149283089506774
24,0.03133333333333335,0.0011510448360334997
25,0.02780000000000001,0.000809995033332297
26,0.024033333333333348,0.0009474507033345019
27,0.019933333333333345,0.0007877413271293011
28,0.02080000000000001,0.0008501521162060676
29,0.01740000000000001,0.0006891607423059095
30,0.016600000000000007,0.0008436374445998911
31,0.014433333333333341,0.0007313714614061633
32,0.014166666666666673,0.0005613680607381028
33,0.012200000000000008,0.0004991947538775329
34,0.010633333333333337,0.0006241929655463507
35,0.010733333333333338,0.0005792054274634045
36,0.009533333333333336,0.0005565355341452002
37,0.009200000000000005,0.0005880026585286682
38,0.008033333333333337,0.0004685103154774846
39,0.007066666666666669,0.0005184710797492937
40,0.008100000000000003,0.0005303436318238317
41,0.00576666666666667,0.00040310100651814144
42,0.005900000000000002,0.0003875950013318943
43,0.005666666666666669,0.00037854328571127523
44,0.005333333333333335,0.0003630437525747068
45,0.006333333333333335,0.0005367705332485985
46,0.004033333333333335,0.0003539054141230307
47,0.004066666666666668,0.00036177510424798427
48,0.0042333333333333355,0.0003132452798750281
49,0.003866666666666669,0.0002479030832751339
50,0.004333333333333336,0.00034015998039236834
51,0.002866666666666668,0.0003277696602670401
52,0.0036000000000000016,0.00035751376470567254
53,0.003166666666666668,0.00042906831257765636
54,0.0029333333333333342,0.0003067566084996989
55,0.0026000000000000007,0.000286075305574896
56,0.0025666666666666676,0.0002612231764080675
57,0.0029333333333333347,0.00025340591821615616
58,0.0025000000000000014,0.0002184059280909915
59,0.0028666666666666675,0.00029839930561894695
60,0.0023666666666666675,0.000211634760922329
61,0.002066666666666667,0.00026232091135934717
62,0.0016666666666666672,0.00021620197737106173
63,0.002233333333333334,0.00029432694829121826
64,0.0021000000000000003,0.00023168547843906888
65,0.002366666666666668,0.00031978201387580796
66,0.001733333333333334,0.0002345616274843833
67,0.002133333333333334,0.00029839930561894706
68,0.0015666666666666672,0.0002382085116429661
69,0.0014666666666666676,0.0002129882266096638
70,0.0015000000000000005,0.00022360679774997895
71,0.0011000000000000003,0.00017518463166731779
72,0.0012000000000000001,0.00016883645082279116
73,0.0012666666666666668,0.0001913853507727837
74,0.0013666666666666669,0.0001886633767634852
75,0.0010000000000000005,0.00014383899044561523
76,0.0013000000000000004,0.00020426487199475706
77,0.0014000000000000006,0.00020678157724917173
78,0.0015333333333333342,0.0001840373108931074
79,0.0008000000000000003,0.00018194353045893682
80,0.0014000000000000004,0.00023292246255614415
81,0.0015000000000000007,0.00018414137497317512
82,0.0011666666666666668,0.00019228411290751076
83,0.0011666666666666672,0.00015962119910295475
84,0.0010333333333333336,0.00016247605187519237
85,0.0009666666666666668,0.0001760572877854691
86,0.0011333333333333334,0.00022860563509779773
87,0.001166666666666667,0.0001799318730164366
88,0.0009000000000000003,0.00016849571091781881
89,0.0008000000000000003,0.00013896166675593023
90,0.0006000000000000002,0.00015610194134588467
91,0.0005333333333333335,0.0001495843538850339
92,0.0006000000000000001,0.00013217891045025332
93,0.0006666666666666668,0.00013840913308956658
94,0.0007666666666666669,0.00014128583022990945
95,0.0008000000000000003,0.00016883645082279116
96,0.0007333333333333336,0.00015111336486937742
97,0.0007666666666666669,0.00014919965280947348
98,0.0006666666666666668,0.0001815218762873534
99,0.0007333333333333334,0.00015111336486937744
100,0.0008333333333333336,0.00017342614668062721
101,0.0005666666666666667,0.00014128583022990945
102,0.0007666666666666669,0.00017735822139759404
103,0.0005,0.00014971236790408557
104,0.0007333333333333336,0.00015853737608796935
105,0.0006333333333333334,0.00018246922797306983
106,0.0006000000000000002,0.00011346172578623508
107,0.0006666666666666669,0.00015412588774125731
108,0.0007000000000000002,0.000118903032065977
109,0.0005000000000000001,0.00011497126077675975
110,0.0005333333333333334,0.0001495843538850339
111,0.00040000000000000013,0.00010283342182227608
112,0.0007000000000000002,0.0001866215052101353
113,0.00040000000000000013,0.00013217891045025335
114,0.00030000000000000003,0.00010880753861644938
115,0.0003666666666666668,0.00010152099984713353
116,0.0004000000000000001,0.00011346172578623508
117,0.0006333333333333334,0.00012208281844464016
118,0.0005000000000000001,0.00013347693416475737
119,0.0002666666666666667,8.211756827352531e-05
120,0.00030000000000000003,9.767410038007758e-05
121,0.0003333333333333333,9.980824526939039e-05
122,0.0002666666666666667,9.509019714917902e-05
123,0.00046666666666666666,0.00014169201936767796
124,0.0003333333333333334,0.0001107273064716533
125,0.0003666666666666668,0.00013116045567967358
126,0.00030000000000000003,8.509629433967632e-05
127,0.0002666666666666667,9.509019714917902e-05
128,0.0004000000000000001,0.00011346172578623508
129,0.0002,7.427813527082075e-05
130,0.00016666666666666666,6.920456654478333e-05
131,0.0002666666666666667,0.00010649411330483191
132,0.0002,8.840866447369839e-05
133,0.00023333333333333333,9.201865544655373e-05
134,0.00043333333333333337,0.00011430281754889884
135,0.0004666666666666667,0.00011480451484306914
136,0.0002,7.427813527082073e-05
137,0.0002666666666666667,8.211756827352531e-05
138,0.0004333333333333335,0.00010376070318239084
139,0.0002,7.427813527082073e-05
140,0.00023333333333333333,7.854032324531729e-05
141,0.0001,5.5708601453115545e-05
142,0.0002,7.427813527082073e-05
143,0.00016666666666666666,8.419098886082754e-05
144,0.0002,7.427813527082073e-05
145,0.00023333333333333333,0.0001143028175488989
146,0.00030000000000000003,9.767410038007762e-05
147,0.00013333333333333334,7.926868804398469e-05
148,0.00030000000000000003,9.767410038007761e-05
149,6.666666666666667e-05,4.632055558531009e-05
150,0.00016666666666666666,8.419098886082754e-05
151,0.0002666666666666667,0.00010649411330483187
152,0.00016666666666666666,8.419098886082754e-05
153,0.00013333333333333334,6.312427686319989e-05
154,6.666666666666667e-05,4.632055558531009e-05
155,0.00023333333333333333,9.201865544655373e-05
156,0.0002,0.00010057307059414876
157,0.00013333333333333334,7.926868804398469e-05
158,0.00023333333333333333,7.854032324531729e-05
159,0.0002,7.427813527082075e-05
160,0.0002,7.427813527082073e-05
161,0.0002666666666666667,9.509019714917905e-05
162,0.00023333333333333333,0.00010376070318239088
163,0.0002,7.427813527082075e-05
164,0.00030000000000000003,8.50962943396763e-05
165,0.00023333333333333333,0.00010376070318239088
166,0.0002,8.840866447369839e-05
167,6.666666666666667e-05,4.6320555585310095e-05
168,6.666666666666667e-05,4.6320555585310075e-05
169,0.00016666666666666666,6.920456654478333e-05
170,0.0002,8.84086644736984e-05
171,6.666666666666667e-05,4.632055558531009e-05
172,0.0001,5.5708601453115545e-05
173,0.00013333333333333334,6.31242768631999e-05
174,0.00013333333333333334,6.31242768631999e-05
175,6.666666666666667e-05,4.632055558531009e-05
176,0.00016666666666666666,6.920456654478333e-05
177,0.00013333333333333334,6.312427686319989e-05
178,6.666666666666667e-05,4.632055558531009e-05
179,0.0001,5.5708601453115545e-05
180,6.666666666666667e-05,4.6320555585310095e-05
181,0.0002,7.427813527082075e-05
182,0.00016666666666666666,6.920456654478332e-05
183,0.0002,7.427813527082073e-05
184,0.00023333333333333333,7.854032324531728e-05
185,6.666666666666667e-05,4.632055558531009e-05
186,0.0002666666666666667,9.5090197149179e-05
187,0.00023333333333333333,7.854032324531728e-05
188,0.00016666666666666666,6.920456654478333e-05
189,0.00013333333333333334,6.312427686319992e-05
190,3.3333333333333335e-05,3.333333333333332e-05
191,0.0,0.0
192,3.3333333333333335e-05,3.333333333333332e-05
193,3.3333333333333335e-05,3.333333333333332e-05
194,6.666666666666667e-05,4.6320555585310095e-05
195,0.0001,5.5708601453115545e-05
196,0.0001,5.5708601453115545e-05
197,0.0001,5.5708601453115545e-05
198,0.00013333333333333334,7.926868804398472e-05
199,0.00013333333333333334,6.31242768631999e-05
200,3.3333333333333335e-05,3.3333333333333315e-05
201,6.666666666666667e-05,4.6320555585310075e-05
